symbol,strategy,direction,entry_time,exit_time,entry_price,exit_price,r_achieved,exit_reason,setup_type,is_breakout_extension,bars_held,stages_done,leverage,stop_distance_pct,dynamic_threshold_active,drift_stop_tightened,soft_trim_done,soft_tighten_done,used_real_cvd,fee_interest_r_cost,net_r,dollar_pnl,dollar_running_total,coin,use_adverse_drift,dynamic_threshold_enabled,drift_stop_tighten_enabled,obv_confirmation_bonus,soft_exit_enabled
DOGE,conservative,long,2025-08-13 22:40:00,2025-08-14 06:15:00,0.24522,0.24522,0.26664,stop,breakout,True,91,1,7.0,0.035898445784451935,False,False,False,False,False,0.05370706051109992,0.21293293948890007,5.323323487222502,5.323323487222502,DOGE,False,False,False,0.0,False
DOGE,conservative,long,2025-09-07 07:40:00,2025-09-09 07:40:00,0.21754,0.2399,4.785437328701331,max_hold_time,breakout,True,576,1,7.0,0.015164924999955604,False,False,False,False,False,0.19109886794748304,4.594338460753848,114.8584615188462,120.1817850060687,DOGE,False,False,False,0.0,False
DOGE,conservative,long,2025-09-10 08:10:00,2025-09-10 19:10:00,0.24219,0.24219,0.26664,stop,breakout,True,132,1,7.0,0.02579041248606462,False,False,False,False,False,0.07793593844557806,0.18870406155442193,4.717601538860548,124.89938654492924,DOGE,False,False,False,0.0,False
DOGE,conservative,long,2025-09-12 13:25:00,2025-09-14 13:25:00,0.26251,0.28425,3.686235472958767,max_hold_time,breakout,True,576,1,7.0,0.016146165860348245,False,False,False,False,False,0.17948533571780706,3.50675013724096,87.668753431024,212.56813997595324,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2025-09-20 02:10:00,2025-09-22 02:10:00,0.26372,0.24967,1.5663369349512557,max_hold_time,breakout,True,576,1,7.0,0.02732886639943668,False,False,False,False,False,0.10604172004952739,1.4602952149017283,36.50738037254321,249.07552034849647,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2025-09-23 02:40:00,2025-09-24 04:35:00,0.23712,0.23712,0.26664,stop,breakout,True,311,1,7.0,0.02683552631578956,False,False,False,False,False,0.08824123559695976,0.17839876440304023,4.459969110076005,253.53548945857247,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2025-09-28 08:25:00,2025-09-28 17:10:00,0.22741,0.23118310778393925,-1.0,stop,breakout,True,105,0,7.0,0.01659165289098652,False,False,False,False,False,0.0823305555495369,-1.0823305555495368,-27.05826388873842,226.47722556983405,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2025-09-30 14:25:00,2025-09-30 19:55:00,0.2281,0.2326,-0.8476931273779168,reversal,breakout,True,66,0,7.0,0.023272796196474276,False,False,False,False,False,0.0553435860962477,-0.9030367134741645,-22.575917836854114,203.90130773297994,DOGE,False,False,False,0.0,False
DOGE,conservative,long,2025-10-01 23:25:00,2025-10-03 23:25:00,0.24728,0.25862,1.5619452909305882,max_hold_time,breakout,True,576,1,7.0,0.02360382456733715,False,False,False,False,False,0.12277671322850948,1.4391685777020786,35.979214442551964,239.8805221755319,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2025-10-22 10:55:00,2025-10-23 06:30:00,0.19005,0.19364,-0.6654001204763446,reversal,breakout,True,235,0,7.0,0.02838858195211796,False,False,False,False,False,0.057276548816088034,-0.7226766692924326,-18.066916732310816,221.8136054432211,DOGE,False,False,False,0.0,False
DOGE,conservative,long,2025-10-25 00:40:00,2025-10-27 00:40:00,0.19837,0.20797,1.904679457770159,max_hold_time,breakout,True,576,1,7.0,0.019697056734152795,False,False,False,False,False,0.14712858063586462,1.7575508771342943,43.938771928357355,265.75237737157846,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2025-10-28 05:55:00,2025-10-30 05:55:00,0.19839,0.19105,1.3098060228956363,max_hold_time,breakout,True,576,1,7.0,0.02364576148097522,False,False,False,False,False,0.12255896272706876,1.1872470601685676,29.68117650421419,295.43355387579265,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2025-11-19 15:40:00,2025-11-19 23:55:00,0.15605,0.1546,0.47822576317129284,reversal,breakout,True,99,1,7.0,0.029278460829134212,False,False,False,False,False,0.06639693293117299,0.41182883024011985,10.295720756002996,305.72927463179565,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2025-11-29 06:25:00,2025-12-01 06:25:00,0.14925,0.13683,2.684960479890985,max_hold_time,breakout,True,576,1,7.0,0.02294160813893493,False,False,False,False,False,0.12632070003330378,2.558639779857681,63.96599449644202,369.69526912823767,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2025-12-24 02:25:00,2025-12-24 16:30:00,0.12897,0.12897,0.26664,stop,breakout,True,169,1,7.0,0.019860432658757785,False,False,False,False,False,0.10493225579761103,0.16170774420238895,4.042693605059724,373.73796273329737,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2026-01-16 02:10:00,2026-01-17 15:55:00,0.13935,0.13935,0.26664,stop,breakout,True,453,1,7.0,0.024466132643944413,False,False,False,False,False,0.10839473645445119,0.1582452635455488,3.95613158863872,377.69409432193606,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2026-01-25 06:10:00,2026-01-26 01:40:00,0.12301,0.12225,0.6276020501487689,reversal,breakout,True,234,1,7.0,0.011411482912393838,False,False,False,False,False,0.1940151001405267,0.4335869500082422,10.839673750206055,388.5337680721421,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2026-01-31 04:40:00,2026-02-02 04:40:00,0.11493,0.10437,2.263313259148152,max_hold_time,breakout,True,576,1,7.0,0.03067990178810699,False,False,False,False,False,0.0944592332796647,2.1688540258684874,54.22135064671218,442.7551187188543,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2026-02-17 10:25:00,2026-02-17 16:00:00,0.09869,0.1015014,-1.0,stop,breakout,True,67,0,7.0,0.028487182085317718,False,False,False,False,False,0.045283524222807056,-1.0452835242228071,-26.13208810557018,416.62303061328413,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2026-03-02 12:40:00,2026-03-02 15:05:00,0.09141,0.09430597777105425,-1.0,stop,breakout,True,29,0,7.0,0.03168119211305374,False,False,False,False,False,0.03831926512322718,-1.0383192651232271,-25.957981628080677,390.66504898520344,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2026-03-03 07:40:00,2026-03-03 16:05:00,0.09139,0.09139,0.26664,stop,breakout,True,101,1,7.0,0.032515782795118055,False,False,False,False,False,0.05990936808362721,0.20673063191637278,5.16826579790932,395.83331478311277,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2026-03-07 08:55:00,2026-03-08 10:20:00,0.09042,0.09042,0.26664,stop,breakout,True,305,1,7.0,0.019283286076721737,False,False,False,False,False,0.12217834608822714,0.14446165391177285,3.6115413477943212,399.4448561309071,DOGE,False,False,False,0.0,False
DOGE,conservative,short,2026-03-19 05:25:00,2026-03-20 01:35:00,0.09444,0.09444,0.26664,stop,breakout,True,242,1,7.0,0.01350720033883953,False,False,False,False,False,0.16509712923911443,0.10154287076088556,2.538571769022139,401.98342789992927,DOGE,False,False,False,0.0,False
